Time,Absorbance
0.178,0.0331
0.188,0.0329
0.195,0.0329
0.199,0.0328
0.207,0.0328
0.21,0.0327
0.218,0.0326
0.231,0.0326
0.239,0.0325
0.248,0.0325
0.263,0.0325
0.267,0.0325
0.277,0.0324
0.283,0.0324
0.293,0.0323
0.304,0.0322
0.31,0.0322
0.328,0.0322
0.34,0.0321
0.359,0.032
0.373,0.032
0.387,0.032
0.401,0.032
0.416,0.0319
0.432,0.0319
0.448,0.0319
0.465,0.0319
0.483,0.0319
0.501,0.0319
0.529,0.0318
0.57,0.0317
0.58,0.0317
0.602,0.0317
0.625,0.0316
0.66,0.0316
0.698,0.0316
0.738,0.0316
0.751,0.0316
0.78,0.0316
0.855,0.0316
0.887,0.0315
0.904,0.0315
0.937,0.0315
0.991,0.0314
1.01,0.0314
1.07,0.0314
1.11,0.0314
1.17,0.0314
1.19,0.0314
1.24,0.0314
1.31,0.0314
1.36,0.0314
1.43,0.0314
1.46,0.0314
1.51,0.0314
1.57,0.0314
1.63,0.0314
1.66,0.0314
1.72,0.0314
1.82,0.0314
1.86,0.0314
1.96,0.0314
2.03,0.0314
2.11,0.0313
2.15,0.0313
2.23,0.0314
2.31,0.0313
2.36,0.0313
2.45,0.0314
2.59,0.0314
2.63,0.0314
2.68,0.0314
2.78,0.0314
2.89,0.0313
2.94,0.0313
3,0.0313
3.05,0.0313
3.11,0.0313
3.17,0.0313
3.23,0.0313
3.35,0.0314
3.54,0.0314
3.74,0.0314
3.81,0.0313
4.03,0.0313
4.25,0.0313
4.5,0.0313
4.75,0.0313
4.84,0.0313
5.02,0.0313
5.31,0.0313
5.41,0.0313
5.71,0.0313
6.04,0.0313
6.38,0.0313
6.62,0.0313
6.87,0.0313
7.13,0.0313
7.26,0.0313
7.54,0.0312
7.68,0.0312
7.82,0.0312
8.26,0.0312
8.42,0.0312
8.9,0.0312
9.4,0.0312
9.76,0.0312
9.94,0.0312
10.5,0.0312
10.7,0.0311
11.3,0.0311
12,0.0311
12.9,0.0312
13.1,0.0311
13.9,0.0311
14.4,0.0311
15.2,0.0311
16.1,0.031
17,0.031
17.3,0.031
18.3,0.031
19.7,0.031
20.8,0.031
21.6,0.0309
22,0.0309
23.2,0.0309
23.7,0.0309
24.1,0.0309
25,0.0309
25.5,0.0309
25.9,0.0309
26.9,0.0309
27.9,0.0308
29.5,0.0308
31.2,0.0308
33,0.0308
34.2,0.0307
35.5,0.0307
36.1,0.0306
37.5,0.0306
39.6,0.0306
41.1,0.0305
42.7,0.0306
44.3,0.0305
45.9,0.0304
47.7,0.0304
49.5,0.0304
51.3,0.0304
53.2,0.0303
55.2,0.0303
56.3,0.0303
57.3,0.0303
59.5,0.0303
62.9,0.0302
65.2,0.0301
66.4,0.0301
67.7,0.0301
72.9,0.03
75.6,0.03
78.4,0.0299
82.9,0.0298
84.4,0.0298
87.6,0.0298
90.9,0.0297
94.3,0.0297
97.9,0.0296
102,0.0296
105,0.0296
109,0.0296
116,0.0294
120,0.0293
124,0.0292
129,0.0292
134,0.0292
139,0.0291
144,0.0291
147,0.029
152,0.029
158,0.0288
161,0.0288
167,0.0287
170,0.0287
177,0.0286
183,0.0286
187,0.0286
194,0.0284
208,0.0283
220,0.0282
224,0.0282
229,0.0281
237,0.028
246,0.028
255,0.0279
265,0.0278
275,0.0277
285,0.0276
291,0.0276
302,0.0275
313,0.0274
319,0.0274
331,0.0274
337,0.0274
343,0.0274
356,0.0272
369,0.0272
376,0.0271
390,0.0269
405,0.0269
420,0.0269
428,0.0268
444,0.0268
452,0.0268
469,0.0267
496,0.0266
515,0.0266
524,0.0265
544,0.0265
565,0.0264
575,0.0264
586,0.0263
619,0.0263
666,0.0262
691,0.0261
717,0.026
758,0.026
787,0.026
816,0.0259
832,0.0259
847,0.0258
879,0.0258
912,0.0258
