Time,Absorbance
0.0257,0.0306
0.0262,0.0306
0.0277,0.0306
0.0287,0.0306
0.0298,0.0306
0.0309,0.0306
0.0321,0.0305
0.0333,0.0304
0.0345,0.0304
0.0358,0.0304
0.0372,0.0304
0.0386,0.0304
0.0408,0.0304
0.0423,0.0304
0.0447,0.0304
0.0464,0.0303
0.0481,0.0302
0.049,0.0302
0.0499,0.0302
0.0508,0.0302
0.0528,0.0301
0.0537,0.0301
0.0547,0.0301
0.0568,0.03
0.0589,0.03
0.06,0.03
0.0611,0.03
0.0646,0.0299
0.0671,0.0299
0.0696,0.0298
0.0722,0.0298
0.0749,0.0297
0.0777,0.0297
0.0792,0.0297
0.0821,0.0296
0.0852,0.0296
0.0884,0.0295
0.0901,0.0295
0.0935,0.0294
0.0952,0.0295
0.0988,0.0294
0.102,0.0293
0.106,0.0293
0.11,0.0292
0.112,0.0292
0.117,0.0291
0.121,0.029
0.126,0.0289
0.13,0.0289
0.135,0.0288
0.14,0.0287
0.143,0.0287
0.148,0.0286
0.154,0.0286
0.16,0.0285
0.163,0.0285
0.169,0.0283
0.175,0.0283
0.182,0.0282
0.185,0.0281
0.199,0.0279
0.207,0.0278
0.214,0.0277
0.218,0.0277
0.227,0.0276
0.235,0.0275
0.244,0.0274
0.253,0.0272
0.263,0.0271
0.267,0.027
0.277,0.0269
0.283,0.0268
0.288,0.0267
0.299,0.0266
0.304,0.0266
0.31,0.0266
0.322,0.0265
0.328,0.0265
0.34,0.0264
0.353,0.0262
0.366,0.026
0.387,0.0259
0.401,0.0258
0.416,0.0256
0.424,0.0255
0.44,0.0254
0.457,0.0253
0.474,0.0252
0.492,0.0251
0.501,0.025
0.51,0.0249
0.529,0.0248
0.549,0.0248
0.57,0.0246
0.591,0.0244
0.602,0.0243
0.625,0.0242
0.648,0.0241
0.673,0.024
0.711,0.0238
0.738,0.0236
0.765,0.0236
0.78,0.0235
0.809,0.0234
0.824,0.0233
0.855,0.0232
0.887,0.0231
0.92,0.023
0.955,0.023
1.01,0.0229
1.03,0.0228
1.07,0.0227
1.11,0.0226
1.15,0.0225
1.17,0.0225
1.21,0.0224
1.26,0.0224
1.33,0.0223
1.36,0.0223
1.41,0.0222
1.46,0.0221
1.54,0.022
1.6,0.022
1.66,0.0219
1.69,0.0219
1.72,0.0219
1.79,0.0218
1.82,0.0218
1.89,0.0218
1.96,0.0218
2,0.0218
2.03,0.0218
2.07,0.0218
2.19,0.0218
2.27,0.0218
2.31,0.0218
2.45,0.0218
2.49,0.0218
2.54,0.0218
2.63,0.0218
2.68,0.0218
2.73,0.0218
2.84,0.0217
2.89,0.0217
3,0.0217
3.17,0.0217
3.29,0.0217
3.41,0.0217
3.47,0.0217
3.67,0.0217
3.88,0.0217
4.03,0.0217
4.25,0.0217
4.41,0.0217
4.67,0.0217
4.84,0.0217
4.93,0.0217
5.21,0.0217
5.41,0.0217
5.71,0.0217
6.04,0.0217
6.27,0.0217
6.5,0.0217
7.26,0.0217
7.68,0.0217
7.97,0.0217
8.26,0.0217
8.42,0.0217
8.9,0.0217
9.23,0.0217
9.76,0.0217
10.1,0.0217
10.5,0.0217
11.1,0.0217
11.5,0.0217
12,0.0217
12.6,0.0217
13.6,0.0217
14.1,0.0217
14.4,0.0217
14.9,0.0217
15.2,0.0217
15.5,0.0217
15.8,0.0217
16.4,0.0217
16.7,0.0218
17.6,0.0218
17.9,0.0218
18.6,0.0217
19.3,0.0217
19.7,0.0217
20.8,0.0217
21.6,0.0217
22.8,0.0217
24.1,0.0217
25.5,0.0217
26.9,0.0217
28.4,0.0217
30.1,0.0217
31.2,0.0217
32.4,0.0217
34.2,0.0217
36.1,0.0217
37.5,0.0217
39.6,0.0217
41.1,0.0217
41.9,0.0217
44.3,0.0217
45.9,0.0217
47.7,0.0217
50.4,0.0217
52.3,0.0217
53.2,0.0217
56.3,0.0217
59.5,0.0217
61.7,0.0217
64,0.0217
67.7,0.0217
70.2,0.0217
72.9,0.0217
75.6,0.0217
79.9,0.0217
84.4,0.0217
89.2,0.0217
94.3,0.0217
99.7,0.0217
105,0.0217
111,0.0217
118,0.0217
122,0.0217
129,0.0217
134,0.0217
136,0.0217
144,0.0217
150,0.0217
158,0.0217
167,0.0217
173,0.0217
183,0.0217
194,0.0217
205,0.0217
216,0.0217
229,0.0217
242,0.0217
255,0.0217
270,0.0217
280,0.0217
296,0.0217
313,0.0217
331,0.0217
343,0.0217
363,0.0217
383,0.0217
405,0.0217
420,0.0217
436,0.0217
461,0.0217
478,0.0217
487,0.0217
515,0.0217
534,0.0217
565,0.0217
597,0.0217
619,0.0217
642,0.0217
654,0.0217
691,0.0217
731,0.0217
758,0.0217
801,0.0217
832,0.0217
863,0.0217
912,0.0217
929,0.0217
