Time,[NO],[sGC],[6C-sGC-NO],[5C-sGC-NO],Absorbance
3.677663e+01,1.060000e-06,8.139136e-14,1.341958e-09,4.686580e-07,2.164685e-02
3.679718e+01,1.060000e-06,8.198973e-14,1.341931e-09,4.686580e-07,2.164685e-02
3.680000e+01,1.060000e-06,8.188200e-14,1.341928e-09,4.686580e-07,2.164684e-02
3.680000e+01,1.060000e-06,8.188200e-14,1.341928e-09,4.686580e-07,2.164684e-02
3.680028e+01,1.060000e-06,8.187368e-14,1.341927e-09,4.686580e-07,2.164684e-02
3.680139e+01,1.060000e-06,8.184354e-14,1.341926e-09,4.686580e-07,2.164684e-02
3.680694e+01,1.060000e-06,8.174852e-14,1.341919e-09,4.686580e-07,2.164684e-02
3.682649e+01,1.060000e-06,8.161500e-14,1.341894e-09,4.686580e-07,2.164684e-02
3.685741e+01,1.060000e-06,8.232781e-14,1.341854e-09,4.686581e-07,2.164684e-02
3.687675e+01,1.060000e-06,8.117635e-14,1.341831e-09,4.686581e-07,2.164684e-02
3.689669e+01,1.060000e-06,8.211771e-14,1.341806e-09,4.686581e-07,2.164684e-02
3.691781e+01,1.060000e-06,8.108680e-14,1.341780e-09,4.686581e-07,2.164684e-02
3.693955e+01,1.060000e-06,8.255137e-14,1.341752e-09,4.686582e-07,2.164684e-02
3.696021e+01,1.060000e-06,8.065971e-14,1.341729e-09,4.686582e-07,2.164684e-02
3.697915e+01,1.060000e-06,8.232415e-14,1.341704e-09,4.686582e-07,2.164684e-02
3.699734e+01,1.060000e-06,8.132809e-14,1.341683e-09,4.686582e-07,2.164684e-02
3.701708e+01,1.060000e-06,8.194489e-14,1.341659e-09,4.686583e-07,2.164684e-02
3.703992e+01,1.060000e-06,8.107683e-14,1.341633e-09,4.686583e-07,2.164684e-02
3.706065e+01,1.060000e-06,8.232645e-14,1.341607e-09,4.686583e-07,2.164684e-02
3.708119e+01,1.060000e-06,8.092313e-14,1.341584e-09,4.686583e-07,2.164684e-02
3.710120e+01,1.060000e-06,8.233371e-14,1.341559e-09,4.686584e-07,2.164684e-02
3.712072e+01,1.060000e-06,8.110886e-14,1.341538e-09,4.686584e-07,2.164684e-02
3.714054e+01,1.060000e-06,8.212730e-14,1.341514e-09,4.686584e-07,2.164684e-02
3.716124e+01,1.060000e-06,8.110333e-14,1.341491e-09,4.686584e-07,2.164684e-02
3.718267e+01,1.060000e-06,8.241461e-14,1.341466e-09,4.686585e-07,2.164684e-02
3.720355e+01,1.060000e-06,8.072121e-14,1.341444e-09,4.686585e-07,2.164684e-02
3.722307e+01,1.060000e-06,8.238255e-14,1.341420e-09,4.686585e-07,2.164683e-02
3.724163e+01,1.060000e-06,8.121827e-14,1.341401e-09,4.686585e-07,2.164683e-02
3.726101e+01,1.060000e-06,8.196653e-14,1.341378e-09,4.686585e-07,2.164683e-02
3.728269e+01,1.060000e-06,8.115243e-14,1.341355e-09,4.686586e-07,2.164683e-02
3.730596e+01,1.060000e-06,8.274666e-14,1.341328e-09,4.686586e-07,2.164683e-02
3.732389e+01,1.060000e-06,8.113279e-14,1.341310e-09,4.686586e-07,2.164683e-02
3.734169e+01,1.060000e-06,8.185586e-14,1.341290e-09,4.686586e-07,2.164683e-02
3.736240e+01,1.060000e-06,8.138444e-14,1.341269e-09,4.686587e-07,2.164683e-02
3.738742e+01,1.060000e-06,8.249536e-14,1.341241e-09,4.686587e-07,2.164683e-02
3.740622e+01,1.060000e-06,8.109306e-14,1.341222e-09,4.686587e-07,2.164683e-02
3.742504e+01,1.060000e-06,8.197282e-14,1.341201e-09,4.686587e-07,2.164683e-02
3.744563e+01,1.060000e-06,8.125203e-14,1.341181e-09,4.686587e-07,2.164683e-02
3.746852e+01,1.060000e-06,8.240857e-14,1.341156e-09,4.686588e-07,2.164683e-02
3.748797e+01,1.060000e-06,8.101781e-14,1.341137e-09,4.686588e-07,2.164683e-02
3.750725e+01,1.060000e-06,8.207665e-14,1.341116e-09,4.686588e-07,2.164683e-02
3.752741e+01,1.060000e-06,8.118693e-14,1.341096e-09,4.686588e-07,2.164683e-02
3.754901e+01,1.060000e-06,8.226891e-14,1.341073e-09,4.686588e-07,2.164683e-02
3.757086e+01,1.060000e-06,8.060653e-14,1.341053e-09,4.686589e-07,2.164683e-02
3.759116e+01,1.060000e-06,8.265603e-14,1.341031e-09,4.686589e-07,2.164683e-02
3.760946e+01,1.060000e-06,8.107670e-14,1.341014e-09,4.686589e-07,2.164683e-02
3.762755e+01,1.060000e-06,8.188225e-14,1.340996e-09,4.686589e-07,2.164683e-02
3.764801e+01,1.060000e-06,8.133756e-14,1.340976e-09,4.686589e-07,2.164683e-02
3.767208e+01,1.060000e-06,8.238937e-14,1.340951e-09,4.686590e-07,2.164683e-02
3.769145e+01,1.060000e-06,8.102929e-14,1.340934e-09,4.686590e-07,2.164683e-02
3.771075e+01,1.060000e-06,8.204965e-14,1.340914e-09,4.686590e-07,2.164682e-02
3.773107e+01,1.060000e-06,8.116743e-14,1.340896e-09,4.686590e-07,2.164682e-02
3.775283e+01,1.060000e-06,8.229735e-14,1.340874e-09,4.686590e-07,2.164682e-02
3.777463e+01,1.060000e-06,8.054576e-14,1.340855e-09,4.686591e-07,2.164682e-02
3.779468e+01,1.060000e-06,8.261438e-14,1.340834e-09,4.686591e-07,2.164682e-02
3.781278e+01,1.060000e-06,8.111877e-14,1.340819e-09,4.686591e-07,2.164682e-02
3.783094e+01,1.060000e-06,8.185130e-14,1.340802e-09,4.686591e-07,2.164682e-02
3.785185e+01,1.060000e-06,8.131011e-14,1.340783e-09,4.686591e-07,2.164682e-02
3.787635e+01,1.060000e-06,8.250692e-14,1.340759e-09,4.686592e-07,2.164682e-02
3.789501e+01,1.060000e-06,8.106597e-14,1.340744e-09,4.686592e-07,2.164682e-02
3.791363e+01,1.060000e-06,8.192038e-14,1.340726e-09,4.686592e-07,2.164682e-02
3.793422e+01,1.060000e-06,8.125055e-14,1.340708e-09,4.686592e-07,2.164682e-02
3.795742e+01,1.060000e-06,8.238439e-14,1.340686e-09,4.686592e-07,2.164682e-02
3.797682e+01,1.060000e-06,8.099827e-14,1.340671e-09,4.686592e-07,2.164682e-02
3.799607e+01,1.060000e-06,8.203730e-14,1.340653e-09,4.686593e-07,2.164682e-02
3.801628e+01,1.060000e-06,8.116256e-14,1.340636e-09,4.686593e-07,2.164682e-02
3.803799e+01,1.060000e-06,8.225548e-14,1.340616e-09,4.686593e-07,2.164682e-02
3.805989e+01,1.060000e-06,8.054213e-14,1.340599e-09,4.686593e-07,2.164682e-02
3.807804e+01,1.060000e-06,8.211651e-14,1.340582e-09,4.686593e-07,2.164682e-02
3.809595e+01,1.060000e-06,8.135654e-14,1.340567e-09,4.686594e-07,2.164682e-02
3.811659e+01,1.060000e-06,8.185804e-14,1.340549e-09,4.686594e-07,2.164682e-02
3.814119e+01,1.060000e-06,8.076307e-14,1.340530e-09,4.686594e-07,2.164682e-02
3.816009e+01,1.060000e-06,8.212917e-14,1.340513e-09,4.686594e-07,2.164682e-02
3.817900e+01,1.060000e-06,8.123770e-14,1.340498e-09,4.686594e-07,2.164682e-02
3.819966e+01,1.060000e-06,8.198476e-14,1.340480e-09,4.686594e-07,2.164682e-02
3.822238e+01,1.060000e-06,8.080129e-14,1.340463e-09,4.686595e-07,2.164682e-02
3.824173e+01,1.060000e-06,8.217777e-14,1.340445e-09,4.686595e-07,2.164682e-02
3.826089e+01,1.060000e-06,8.116430e-14,1.340431e-09,4.686595e-07,2.164681e-02
3.828121e+01,1.060000e-06,8.201329e-14,1.340414e-09,4.686595e-07,2.164681e-02
3.830307e+01,1.060000e-06,8.090243e-14,1.340397e-09,4.686595e-07,2.164681e-02
3.832509e+01,1.060000e-06,8.270105e-14,1.340378e-09,4.686595e-07,2.164681e-02
3.834310e+01,1.060000e-06,8.105452e-14,1.340366e-09,4.686596e-07,2.164681e-02
3.836086e+01,1.060000e-06,8.180466e-14,1.340351e-09,4.686596e-07,2.164681e-02
3.838140e+01,1.060000e-06,8.133333e-14,1.340335e-09,4.686596e-07,2.164681e-02
3.840626e+01,1.060000e-06,8.238796e-14,1.340315e-09,4.686596e-07,2.164681e-02
3.842533e+01,1.060000e-06,8.101893e-14,1.340302e-09,4.686596e-07,2.164681e-02
3.844441e+01,1.060000e-06,8.196132e-14,1.340286e-09,4.686596e-07,2.164681e-02
3.846490e+01,1.060000e-06,8.116003e-14,1.340272e-09,4.686596e-07,2.164681e-02
3.848722e+01,1.060000e-06,8.231353e-14,1.340254e-09,4.686597e-07,2.164681e-02
3.850697e+01,1.060000e-06,8.093711e-14,1.340240e-09,4.686597e-07,2.164681e-02
3.852649e+01,1.060000e-06,8.207914e-14,1.340225e-09,4.686597e-07,2.164681e-02
3.854651e+01,1.060000e-06,8.109825e-14,1.340211e-09,4.686597e-07,2.164681e-02
3.856758e+01,1.060000e-06,8.217185e-14,1.340194e-09,4.686597e-07,2.164681e-02
3.858903e+01,1.060000e-06,8.071894e-14,1.340180e-09,4.686597e-07,2.164681e-02
3.860957e+01,1.060000e-06,8.249694e-14,1.340164e-09,4.686598e-07,2.164681e-02
3.862856e+01,1.060000e-06,8.094381e-14,1.340151e-09,4.686598e-07,2.164681e-02
3.864713e+01,1.060000e-06,8.192713e-14,1.340137e-09,4.686598e-07,2.164681e-02
3.866709e+01,1.060000e-06,8.123511e-14,1.340124e-09,4.686598e-07,2.164681e-02
3.868964e+01,1.060000e-06,8.219026e-14,1.340107e-09,4.686598e-07,2.164681e-02
3.871013e+01,1.060000e-06,8.089087e-14,1.340094e-09,4.686598e-07,2.164681e-02
3.873040e+01,1.060000e-06,8.224141e-14,1.340078e-09,4.686598e-07,2.164681e-02
3.875028e+01,1.060000e-06,8.095540e-14,1.340066e-09,4.686599e-07,2.164681e-02
3.877015e+01,1.060000e-06,8.210279e-14,1.340051e-09,4.686599e-07,2.164681e-02
3.879040e+01,1.060000e-06,8.101849e-14,1.340038e-09,4.686599e-07,2.164681e-02
3.881123e+01,1.060000e-06,8.220347e-14,1.340023e-09,4.686599e-07,2.164681e-02
3.883207e+01,1.060000e-06,8.079276e-14,1.340010e-09,4.686599e-07,2.164681e-02
3.885227e+01,1.060000e-06,8.231289e-14,1.339995e-09,4.686599e-07,2.164681e-02
3.887163e+01,1.060000e-06,8.098522e-14,1.339984e-09,4.686599e-07,2.164681e-02
3.889102e+01,1.060000e-06,8.199414e-14,1.339970e-09,4.686599e-07,2.164681e-02
3.891145e+01,1.060000e-06,8.109344e-14,1.339957e-09,4.686600e-07,2.164681e-02
3.893320e+01,1.060000e-06,8.226437e-14,1.339942e-09,4.686600e-07,2.164681e-02
3.895483e+01,1.060000e-06,8.050033e-14,1.339930e-09,4.686600e-07,2.164680e-02
3.897473e+01,1.060000e-06,8.250103e-14,1.339915e-09,4.686600e-07,2.164680e-02
3.899284e+01,1.060000e-06,8.108775e-14,1.339905e-09,4.686600e-07,2.164680e-02
3.901122e+01,1.060000e-06,8.180244e-14,1.339892e-09,4.686600e-07,2.164680e-02
3.903237e+01,1.060000e-06,8.122476e-14,1.339879e-09,4.686600e-07,2.164680e-02
3.905678e+01,1.060000e-06,8.252197e-14,1.339863e-09,4.686601e-07,2.164680e-02
3.907513e+01,1.060000e-06,8.102998e-14,1.339853e-09,4.686601e-07,2.164680e-02
3.909344e+01,1.060000e-06,8.182257e-14,1.339841e-09,4.686601e-07,2.164680e-02
3.911412e+01,1.060000e-06,8.123674e-14,1.339828e-09,4.686601e-07,2.164680e-02
3.913803e+01,1.060000e-06,8.237203e-14,1.339813e-09,4.686601e-07,2.164680e-02
3.915713e+01,1.060000e-06,8.097401e-14,1.339802e-09,4.686601e-07,2.164680e-02
3.917614e+01,1.060000e-06,8.193224e-14,1.339790e-09,4.686601e-07,2.164680e-02
3.919652e+01,1.060000e-06,8.114270e-14,1.339778e-09,4.686601e-07,2.164680e-02
3.920000e+01,1.060000e-06,8.130545e-14,1.339776e-09,4.686601e-07,2.164680e-02
3.920000e+01,1.060000e-06,8.130545e-14,1.339776e-09,4.686601e-07,2.164680e-02
3.920028e+01,1.060000e-06,8.131509e-14,1.339776e-09,4.686601e-07,2.164680e-02
3.920139e+01,1.060000e-06,8.134995e-14,1.339775e-09,4.686601e-07,2.164680e-02
3.920693e+01,1.060000e-06,8.145945e-14,1.339772e-09,4.686601e-07,2.164680e-02
3.922587e+01,1.060000e-06,8.159992e-14,1.339760e-09,4.686602e-07,2.164680e-02
3.925573e+01,1.060000e-06,8.102728e-14,1.339743e-09,4.686602e-07,2.164680e-02
3.927618e+01,1.060000e-06,8.208859e-14,1.339730e-09,4.686602e-07,2.164680e-02
3.929718e+01,1.060000e-06,8.085934e-14,1.339719e-09,4.686602e-07,2.164680e-02
3.931806e+01,1.060000e-06,8.236210e-14,1.339706e-09,4.686602e-07,2.164680e-02
3.933796e+01,1.060000e-06,8.079983e-14,1.339696e-09,4.686602e-07,2.164680e-02
3.935709e+01,1.060000e-06,8.205904e-14,1.339684e-09,4.686602e-07,2.164680e-02
3.937645e+01,1.060000e-06,8.114407e-14,1.339674e-09,4.686602e-07,2.164680e-02
3.939733e+01,1.060000e-06,8.201233e-14,1.339661e-09,4.686603e-07,2.164680e-02
3.941955e+01,1.060000e-06,8.071196e-14,1.339650e-09,4.686603e-07,2.164680e-02
3.943873e+01,1.060000e-06,8.212489e-14,1.339638e-09,4.686603e-07,2.164680e-02
3.945768e+01,1.060000e-06,8.114696e-14,1.339628e-09,4.686603e-07,2.164680e-02
3.947799e+01,1.060000e-06,8.193146e-14,1.339616e-09,4.686603e-07,2.164680e-02
3.950020e+01,1.060000e-06,8.084703e-14,1.339605e-09,4.686603e-07,2.164680e-02
3.952021e+01,1.060000e-06,8.217310e-14,1.339593e-09,4.686603e-07,2.164680e-02
3.953997e+01,1.060000e-06,8.098103e-14,1.339584e-09,4.686603e-07,2.164680e-02
3.956006e+01,1.060000e-06,8.205844e-14,1.339572e-09,4.686603e-07,2.164680e-02
3.958073e+01,1.060000e-06,8.093516e-14,1.339562e-09,4.686604e-07,2.164680e-02
3.960173e+01,1.060000e-06,8.227408e-14,1.339549e-09,4.686604e-07,2.164680e-02
3.962219e+01,1.060000e-06,8.073789e-14,1.339540e-09,4.686604e-07,2.164680e-02
3.964177e+01,1.060000e-06,8.217490e-14,1.339529e-09,4.686604e-07,2.164680e-02
3.966092e+01,1.060000e-06,8.107225e-14,1.339520e-09,4.686604e-07,2.164680e-02
3.968089e+01,1.060000e-06,8.194868e-14,1.339509e-09,4.686604e-07,2.164680e-02
3.970235e+01,1.060000e-06,8.093282e-14,1.339499e-09,4.686604e-07,2.164680e-02
3.972441e+01,1.060000e-06,8.251778e-14,1.339486e-09,4.686604e-07,2.164680e-02
3.974292e+01,1.060000e-06,8.096546e-14,1.339478e-09,4.686604e-07,2.164680e-02
3.976118e+01,1.060000e-06,8.181647e-14,1.339468e-09,4.686605e-07,2.164680e-02
3.978153e+01,1.060000e-06,8.122562e-14,1.339458e-09,4.686605e-07,2.164680e-02
3.980512e+01,1.060000e-06,8.225927e-14,1.339446e-09,4.686605e-07,2.164680e-02
3.982475e+01,1.060000e-06,8.091566e-14,1.339437e-09,4.686605e-07,2.164680e-02
3.984428e+01,1.060000e-06,8.200988e-14,1.339427e-09,4.686605e-07,2.164679e-02
3.986447e+01,1.060000e-06,8.104377e-14,1.339418e-09,4.686605e-07,2.164679e-02
3.988574e+01,1.060000e-06,8.216587e-14,1.339406e-09,4.686605e-07,2.164679e-02
3.990715e+01,1.060000e-06,8.062016e-14,1.339398e-09,4.686605e-07,2.164679e-02
3.992741e+01,1.060000e-06,8.242666e-14,1.339386e-09,4.686605e-07,2.164679e-02
3.994616e+01,1.060000e-06,8.096352e-14,1.339379e-09,4.686605e-07,2.164679e-02
3.996478e+01,1.060000e-06,8.184822e-14,1.339369e-09,4.686605e-07,2.164679e-02
3.998521e+01,1.060000e-06,8.117230e-14,1.339360e-09,4.686606e-07,2.164679e-02
4.000824e+01,1.060000e-06,8.226060e-14,1.339348e-09,4.686606e-07,2.164679e-02
4.002789e+01,1.060000e-06,8.089993e-14,1.339341e-09,4.686606e-07,2.164679e-02
4.004738e+01,1.060000e-06,8.200623e-14,1.339331e-09,4.686606e-07,2.164679e-02
4.006751e+01,1.060000e-06,8.104592e-14,1.339322e-09,4.686606e-07,2.164679e-02
4.008874e+01,1.060000e-06,8.214435e-14,1.339312e-09,4.686606e-07,2.164679e-02
4.011023e+01,1.060000e-06,8.061973e-14,1.339304e-09,4.686606e-07,2.164679e-02
4.013060e+01,1.060000e-06,8.244501e-14,1.339293e-09,4.686606e-07,2.164679e-02
4.014937e+01,1.060000e-06,8.093614e-14,1.339286e-09,4.686606e-07,2.164679e-02
4.016790e+01,1.060000e-06,8.184435e-14,1.339277e-09,4.686606e-07,2.164679e-02
4.018816e+01,1.060000e-06,8.118212e-14,1.339269e-09,4.686607e-07,2.164679e-02
4.021114e+01,1.060000e-06,8.221347e-14,1.339257e-09,4.686607e-07,2.164679e-02
4.023106e+01,1.060000e-06,8.087876e-14,1.339250e-09,4.686607e-07,2.164679e-02
4.025081e+01,1.060000e-06,8.205583e-14,1.339241e-09,4.686607e-07,2.164679e-02
4.027087e+01,1.060000e-06,8.099810e-14,1.339233e-09,4.686607e-07,2.164679e-02
4.029165e+01,1.060000e-06,8.211247e-14,1.339223e-09,4.686607e-07,2.164679e-02
4.031271e+01,1.060000e-06,8.074795e-14,1.339216e-09,4.686607e-07,2.164679e-02
4.033320e+01,1.060000e-06,8.233095e-14,1.339205e-09,4.686607e-07,2.164679e-02
4.035261e+01,1.060000e-06,8.087657e-14,1.339199e-09,4.686607e-07,2.164679e-02
4.037169e+01,1.060000e-06,8.194497e-14,1.339190e-09,4.686607e-07,2.164679e-02
4.039166e+01,1.060000e-06,8.110716e-14,1.339182e-09,4.686607e-07,2.164679e-02
4.041336e+01,1.060000e-06,8.211592e-14,1.339172e-09,4.686607e-07,2.164679e-02
4.043561e+01,1.060000e-06,8.044357e-14,1.339165e-09,4.686608e-07,2.164679e-02
4.045368e+01,1.060000e-06,8.201857e-14,1.339156e-09,4.686608e-07,2.164679e-02
4.047153e+01,1.060000e-06,8.127983e-14,1.339150e-09,4.686608e-07,2.164679e-02
4.049225e+01,1.060000e-06,8.176680e-14,1.339141e-09,4.686608e-07,2.164679e-02
4.051706e+01,1.060000e-06,8.065374e-14,1.339132e-09,4.686608e-07,2.164679e-02
4.053582e+01,1.060000e-06,8.203181e-14,1.339124e-09,4.686608e-07,2.164679e-02
4.055459e+01,1.060000e-06,8.117712e-14,1.339117e-09,4.686608e-07,2.164679e-02
4.057533e+01,1.060000e-06,8.188245e-14,1.339108e-09,4.686608e-07,2.164679e-02
4.059837e+01,1.060000e-06,8.069121e-14,1.339101e-09,4.686608e-07,2.164679e-02
4.061753e+01,1.060000e-06,8.207806e-14,1.339092e-09,4.686608e-07,2.164679e-02
4.063653e+01,1.060000e-06,8.111562e-14,1.339086e-09,4.686608e-07,2.164679e-02
4.065694e+01,1.060000e-06,8.190876e-14,1.339077e-09,4.686608e-07,2.164679e-02
4.067918e+01,1.060000e-06,8.079083e-14,1.339070e-09,4.686608e-07,2.164679e-02
4.069903e+01,1.060000e-06,8.213040e-14,1.339061e-09,4.686609e-07,2.164679e-02
4.071864e+01,1.060000e-06,8.098370e-14,1.339055e-09,4.686609e-07,2.164679e-02
4.073877e+01,1.060000e-06,8.199960e-14,1.339047e-09,4.686609e-07,2.164679e-02
4.075972e+01,1.060000e-06,8.088664e-14,1.339040e-09,4.686609e-07,2.164679e-02
4.078097e+01,1.060000e-06,8.231950e-14,1.339031e-09,4.686609e-07,2.164679e-02
4.080134e+01,1.060000e-06,8.064624e-14,1.339025e-09,4.686609e-07,2.164679e-02
4.082053e+01,1.060000e-06,8.210983e-14,1.339017e-09,4.686609e-07,2.164679e-02
4.083936e+01,1.060000e-06,8.111130e-14,1.339011e-09,4.686609e-07,2.164679e-02
4.085950e+01,1.060000e-06,8.187211e-14,1.339003e-09,4.686609e-07,2.164679e-02
4.088170e+01,1.060000e-06,8.084845e-14,1.338996e-09,4.686609e-07,2.164679e-02
4.090198e+01,1.060000e-06,8.215136e-14,1.338988e-09,4.686609e-07,2.164679e-02
4.092201e+01,1.060000e-06,8.088326e-14,1.338982e-09,4.686609e-07,2.164679e-02
4.094203e+01,1.060000e-06,8.206931e-14,1.338974e-09,4.686609e-07,2.164679e-02
4.096226e+01,1.060000e-06,8.092511e-14,1.338968e-09,4.686610e-07,2.164679e-02
4.098285e+01,1.060000e-06,8.212575e-14,1.338960e-09,4.686610e-07,2.164679e-02
4.100344e+01,1.060000e-06,8.079509e-14,1.338955e-09,4.686610e-07,2.164679e-02
4.102368e+01,1.060000e-06,8.219339e-14,1.338946e-09,4.686610e-07,2.164679e-02
4.104341e+01,1.060000e-06,8.089846e-14,1.338941e-09,4.686610e-07,2.164679e-02
4.106313e+01,1.060000e-06,8.200091e-14,1.338933e-09,4.686610e-07,2.164679e-02
4.108344e+01,1.060000e-06,8.097569e-14,1.338928e-09,4.686610e-07,2.164678e-02
4.110454e+01,1.060000e-06,8.215594e-14,1.338920e-09,4.686610e-07,2.164678e-02
4.112561e+01,1.060000e-06,8.064931e-14,1.338914e-09,4.686610e-07,2.164678e-02
4.114571e+01,1.060000e-06,8.229773e-14,1.338906e-09,4.686610e-07,2.164678e-02
4.116468e+01,1.060000e-06,8.095365e-14,1.338901e-09,4.686610e-07,2.164678e-02
4.118377e+01,1.060000e-06,8.186297e-14,1.338894e-09,4.686610e-07,2.164678e-02
4.120441e+01,1.060000e-06,8.107228e-14,1.338888e-09,4.686610e-07,2.164678e-02
4.122690e+01,1.060000e-06,8.227004e-14,1.338880e-09,4.686610e-07,2.164678e-02
4.124639e+01,1.060000e-06,8.087263e-14,1.338875e-09,4.686610e-07,2.164678e-02
4.126567e+01,1.060000e-06,8.194438e-14,1.338868e-09,4.686610e-07,2.164678e-02
4.128577e+01,1.060000e-06,8.105336e-14,1.338863e-09,4.686611e-07,2.164678e-02
4.130731e+01,1.060000e-06,8.211923e-14,1.338855e-09,4.686611e-07,2.164678e-02
4.132917e+01,1.060000e-06,8.049162e-14,1.338850e-09,4.686611e-07,2.164678e-02
4.134956e+01,1.060000e-06,8.252901e-14,1.338842e-09,4.686611e-07,2.164678e-02
4.136794e+01,1.060000e-06,8.092520e-14,1.338838e-09,4.686611e-07,2.164678e-02
4.138601e+01,1.060000e-06,8.175746e-14,1.338832e-09,4.686611e-07,2.164678e-02
4.140631e+01,1.060000e-06,8.121125e-14,1.338826e-09,4.686611e-07,2.164678e-02
4.143023e+01,1.060000e-06,8.221799e-14,1.338818e-09,4.686611e-07,2.164678e-02
4.144985e+01,1.060000e-06,8.088430e-14,1.338814e-09,4.686611e-07,2.164678e-02
4.146938e+01,1.060000e-06,8.196850e-14,1.338807e-09,4.686611e-07,2.164678e-02
4.148962e+01,1.060000e-06,8.100331e-14,1.338802e-09,4.686611e-07,2.164678e-02
4.151093e+01,1.060000e-06,8.213882e-14,1.338795e-09,4.686611e-07,2.164678e-02
4.153232e+01,1.060000e-06,8.057470e-14,1.338790e-09,4.686611e-07,2.164678e-02
4.155251e+01,1.060000e-06,8.237972e-14,1.338783e-09,4.686611e-07,2.164678e-02
4.157121e+01,1.060000e-06,8.094170e-14,1.338779e-09,4.686611e-07,2.164678e-02
4.158986e+01,1.060000e-06,8.180698e-14,1.338773e-09,4.686611e-07,2.164678e-02
4.161041e+01,1.060000e-06,8.112958e-14,1.338768e-09,4.686612e-07,2.164678e-02
4.163352e+01,1.060000e-06,8.225441e-14,1.338760e-09,4.686612e-07,2.164678e-02
4.165299e+01,1.060000e-06,8.087652e-14,1.338756e-09,4.686612e-07,2.164678e-02
4.167230e+01,1.060000e-06,8.193447e-14,1.338750e-09,4.686612e-07,2.164678e-02
4.169248e+01,1.060000e-06,8.103824e-14,1.338745e-09,4.686612e-07,2.164678e-02
4.171406e+01,1.060000e-06,8.212981e-14,1.338738e-09,4.686612e-07,2.164678e-02
4.173584e+01,1.060000e-06,8.047698e-14,1.338734e-09,4.686612e-07,2.164678e-02
4.175611e+01,1.060000e-06,8.249272e-14,1.338727e-09,4.686612e-07,2.164678e-02
4.177445e+01,1.060000e-06,8.094233e-14,1.338723e-09,4.686612e-07,2.164678e-02
4.179261e+01,1.060000e-06,8.174850e-14,1.338718e-09,4.686612e-07,2.164678e-02
4.181311e+01,1.060000e-06,8.119010e-14,1.338713e-09,4.686612e-07,2.164678e-02
4.183710e+01,1.060000e-06,8.226053e-14,1.338705e-09,4.686612e-07,2.164678e-02
4.185642e+01,1.060000e-06,8.089515e-14,1.338702e-09,4.686612e-07,2.164678e-02
4.187566e+01,1.060000e-06,8.190548e-14,1.338696e-09,4.686612e-07,2.164678e-02
4.189599e+01,1.060000e-06,8.104201e-14,1.338692e-09,4.686612e-07,2.164678e-02
4.191783e+01,1.060000e-06,8.216486e-14,1.338685e-09,4.686612e-07,2.164678e-02
4.193972e+01,1.060000e-06,8.038477e-14,1.338681e-09,4.686612e-07,2.164678e-02
4.195770e+01,1.060000e-06,8.198715e-14,1.338675e-09,4.686612e-07,2.164678e-02
4.197545e+01,1.060000e-06,8.126124e-14,1.338671e-09,4.686612e-07,2.164678e-02
4.199617e+01,1.060000e-06,8.172547e-14,1.338666e-09,4.686613e-07,2.164678e-02
4.202121e+01,1.060000e-06,8.062046e-14,1.338661e-09,4.686613e-07,2.164678e-02
4.203992e+01,1.060000e-06,8.199701e-14,1.338655e-09,4.686613e-07,2.164678e-02
4.205867e+01,1.060000e-06,8.115566e-14,1.338651e-09,4.686613e-07,2.164678e-02
4.207945e+01,1.060000e-06,8.185082e-14,1.338645e-09,4.686613e-07,2.164678e-02
4.210260e+01,1.060000e-06,8.064931e-14,1.338641e-09,4.686613e-07,2.164678e-02
4.212166e+01,1.060000e-06,8.204305e-14,1.338635e-09,4.686613e-07,2.164678e-02
4.214059e+01,1.060000e-06,8.110268e-14,1.338632e-09,4.686613e-07,2.164678e-02
4.216104e+01,1.060000e-06,8.187023e-14,1.338626e-09,4.686613e-07,2.164678e-02
4.218346e+01,1.060000e-06,8.074997e-14,1.338622e-09,4.686613e-07,2.164678e-02
4.220320e+01,1.060000e-06,8.209375e-14,1.338616e-09,4.686613e-07,2.164678e-02
4.222272e+01,1.060000e-06,8.097887e-14,1.338613e-09,4.686613e-07,2.164678e-02
4.224290e+01,1.060000e-06,8.195836e-14,1.338607e-09,4.686613e-07,2.164678e-02
4.226403e+01,1.060000e-06,8.084476e-14,1.338603e-09,4.686613e-07,2.164678e-02
4.228543e+01,1.060000e-06,8.234825e-14,1.338597e-09,4.686613e-07,2.164678e-02
4.230572e+01,1.060000e-06,8.058538e-14,1.338594e-09,4.686613e-07,2.164678e-02
4.232465e+01,1.060000e-06,8.205573e-14,1.338588e-09,4.686613e-07,2.164678e-02
4.234329e+01,1.060000e-06,8.112608e-14,1.338585e-09,4.686613e-07,2.164678e-02
4.236359e+01,1.060000e-06,8.182348e-14,1.338580e-09,4.686613e-07,2.164678e-02
4.238632e+01,1.060000e-06,8.077431e-14,1.338576e-09,4.686613e-07,2.164678e-02
4.240620e+01,1.060000e-06,8.209422e-14,1.338571e-09,4.686613e-07,2.164678e-02
4.242589e+01,1.060000e-06,8.094613e-14,1.338567e-09,4.686614e-07,2.164678e-02
4.244607e+01,1.060000e-06,8.198516e-14,1.338562e-09,4.686614e-07,2.164678e-02
4.246696e+01,1.060000e-06,8.084918e-14,1.338559e-09,4.686614e-07,2.164678e-02
4.248807e+01,1.060000e-06,8.227050e-14,1.338553e-09,4.686614e-07,2.164678e-02
