Time,[NO],[sGC],[6C-sGC-NO],[5C-sGC-NO],Absorbance
0.000000e+00,1.530000e-06,4.700000e-07,0.000000e+00,0.000000e+00,5.828000e-02
1.178941e-04,1.518338e-06,4.583379e-07,1.166181e-08,3.129092e-13,5.760359e-02
2.487973e-04,1.505825e-06,4.458255e-07,2.417317e-08,1.369387e-12,5.687785e-02
3.619174e-04,1.495367e-06,4.353667e-07,3.463049e-08,2.854857e-12,5.627121e-02
5.272300e-04,1.480644e-06,4.206436e-07,4.935049e-08,5.930178e-12,5.541721e-02
6.368121e-04,1.471235e-06,4.112346e-07,5.875684e-08,8.531519e-12,5.487144e-02
7.696418e-04,1.460187e-06,4.001867e-07,6.980100e-08,1.225558e-11,5.423059e-02
9.308582e-04,1.447280e-06,3.872795e-07,8.270288e-08,1.757419e-11,5.348186e-02
1.070000e-03,1.436562e-06,3.765621e-07,9.341509e-08,2.283409e-11,5.286014e-02
1.070000e-03,1.436562e-06,3.765621e-07,9.341509e-08,2.283409e-11,5.286014e-02
1.110000e-03,1.433552e-06,3.735516e-07,9.642390e-08,2.445769e-11,5.268551e-02
1.180000e-03,1.428356e-06,3.683557e-07,1.016169e-07,2.741293e-11,5.238408e-02
1.290000e-03,1.420372e-06,3.603724e-07,1.095952e-07,3.234272e-11,5.192095e-02
1.290000e-03,1.420372e-06,3.603724e-07,1.095952e-07,3.234272e-11,5.192095e-02
1.416560e-03,1.411454e-06,3.514540e-07,1.185076e-07,3.843262e-11,5.140356e-02
1.420000e-03,1.411215e-06,3.512155e-07,1.187459e-07,3.860427e-11,5.138972e-02
1.510000e-03,1.405046e-06,3.450460e-07,1.249108e-07,4.320481e-11,5.103180e-02
1.660000e-03,1.395059e-06,3.350593e-07,1.348893e-07,5.133287e-11,5.045242e-02
1.660000e-03,1.395059e-06,3.350593e-07,1.348893e-07,5.133287e-11,5.045242e-02
1.710000e-03,1.391811e-06,3.318109e-07,1.381349e-07,5.416718e-11,5.026395e-02
1.820000e-03,1.384800e-06,3.247999e-07,1.451395e-07,6.061233e-11,4.985718e-02
1.820000e-03,1.384800e-06,3.247999e-07,1.451395e-07,6.061233e-11,4.985718e-02
1.940000e-03,1.377359e-06,3.173592e-07,1.525729e-07,6.796403e-11,4.942547e-02
1.940000e-03,1.377359e-06,3.173592e-07,1.525729e-07,6.796403e-11,4.942547e-02
2.070000e-03,1.369533e-06,3.095335e-07,1.603902e-07,7.629015e-11,4.897142e-02
2.070000e-03,1.369533e-06,3.095335e-07,1.603902e-07,7.629015e-11,4.897142e-02
2.200000e-03,1.361943e-06,3.019431e-07,1.679719e-07,8.497703e-11,4.853100e-02
2.200000e-03,1.361943e-06,3.019431e-07,1.679719e-07,8.497703e-11,4.853100e-02
2.340000e-03,1.354022e-06,2.940215e-07,1.758838e-07,9.471800e-11,4.807135e-02
2.340000e-03,1.354022e-06,2.940215e-07,1.758838e-07,9.471800e-11,4.807135e-02
2.410000e-03,1.350156e-06,2.901558e-07,1.797444e-07,9.973337e-11,4.784704e-02
2.490000e-03,1.345813e-06,2.858127e-07,1.840817e-07,1.055788e-10,4.759503e-02
2.637016e-03,1.338034e-06,2.780337e-07,1.918497e-07,1.166273e-10,4.714362e-02
2.650000e-03,1.337359e-06,2.773593e-07,1.925231e-07,1.176221e-10,4.710448e-02
2.740000e-03,1.332738e-06,2.727380e-07,1.971375e-07,1.245984e-10,4.683631e-02
2.820000e-03,1.328707e-06,2.687075e-07,2.011616e-07,1.309161e-10,4.660242e-02
2.971389e-03,1.321273e-06,2.612732e-07,2.085836e-07,1.431608e-10,4.617098e-02
3.100000e-03,1.315151e-06,2.551508e-07,2.146954e-07,1.538523e-10,4.581567e-02
3.100000e-03,1.315151e-06,2.551508e-07,2.146954e-07,1.538523e-10,4.581567e-02
3.200000e-03,1.310509e-06,2.505095e-07,2.193282e-07,1.623431e-10,4.554630e-02
3.200000e-03,1.310509e-06,2.505095e-07,2.193282e-07,1.623431e-10,4.554630e-02
3.400000e-03,1.301524e-06,2.415240e-07,2.282962e-07,1.797661e-10,4.502480e-02
3.400000e-03,1.301524e-06,2.415240e-07,2.282962e-07,1.797661e-10,4.502480e-02
3.620000e-03,1.292077e-06,2.320775e-07,2.377230e-07,1.995783e-10,4.447650e-02
3.620000e-03,1.292077e-06,2.320775e-07,2.377230e-07,1.995783e-10,4.447650e-02
3.740000e-03,1.287109e-06,2.271094e-07,2.426799e-07,2.106568e-10,4.418813e-02
3.740000e-03,1.287109e-06,2.271094e-07,2.426799e-07,2.106568e-10,4.418813e-02
3.977262e-03,1.277649e-06,2.176486e-07,2.521183e-07,2.330913e-10,4.363895e-02
3.980000e-03,1.277542e-06,2.175422e-07,2.522245e-07,2.333542e-10,4.363278e-02
4.100000e-03,1.272936e-06,2.129364e-07,2.568186e-07,2.449624e-10,4.336541e-02
4.100000e-03,1.272936e-06,2.129364e-07,2.568186e-07,2.449624e-10,4.336541e-02
4.204333e-03,1.269024e-06,2.090243e-07,2.607205e-07,2.551894e-10,4.313831e-02
4.230000e-03,1.268075e-06,2.080749e-07,2.616674e-07,2.577241e-10,4.308319e-02
4.370000e-03,1.262983e-06,2.029830e-07,2.667453e-07,2.716754e-10,4.278758e-02
4.370000e-03,1.262983e-06,2.029830e-07,2.667453e-07,2.716754e-10,4.278758e-02
4.477635e-03,1.259167e-06,1.991666e-07,2.705509e-07,2.825436e-10,4.256601e-02
4.630432e-03,1.253890e-06,1.938895e-07,2.758123e-07,2.981744e-10,4.225963e-02
4.650000e-03,1.253226e-06,1.932257e-07,2.764741e-07,3.001933e-10,4.222109e-02
4.790000e-03,1.248551e-06,1.885512e-07,2.811340e-07,3.147454e-10,4.194968e-02
4.790000e-03,1.248551e-06,1.885512e-07,2.811340e-07,3.147454e-10,4.194968e-02
4.902604e-03,1.244886e-06,1.848860e-07,2.847875e-07,3.265849e-10,4.173685e-02
4.950000e-03,1.243368e-06,1.833678e-07,2.863006e-07,3.316033e-10,4.164870e-02
5.064021e-03,1.239773e-06,1.797732e-07,2.898831e-07,3.437583e-10,4.143997e-02
5.100000e-03,1.238656e-06,1.786559e-07,2.909965e-07,3.476179e-10,4.137509e-02
5.387954e-03,1.229992e-06,1.699920e-07,2.996291e-07,3.789019e-10,4.087196e-02
5.430000e-03,1.228768e-06,1.687678e-07,3.008487e-07,3.835275e-10,4.080086e-02
5.535923e-03,1.225727e-06,1.657275e-07,3.038773e-07,3.952423e-10,4.062429e-02
5.757957e-03,1.219552e-06,1.595524e-07,3.100275e-07,4.200764e-10,4.026564e-02
5.780000e-03,1.218954e-06,1.589540e-07,3.106234e-07,4.225624e-10,4.023088e-02
5.995225e-03,1.213241e-06,1.532410e-07,3.163120e-07,4.470165e-10,3.989904e-02
6.150000e-03,1.209275e-06,1.492754e-07,3.202598e-07,4.648008e-10,3.966868e-02
6.150000e-03,1.209275e-06,1.492754e-07,3.202598e-07,4.648008e-10,3.966868e-02
6.277544e-03,1.206095e-06,1.460946e-07,3.234258e-07,4.795771e-10,3.948390e-02
6.470805e-03,1.201417e-06,1.414175e-07,3.280803e-07,5.021638e-10,3.921217e-02
6.550000e-03,1.199550e-06,1.395499e-07,3.299386e-07,5.114871e-10,3.910366e-02
6.733447e-03,1.195328e-06,1.353277e-07,3.341390e-07,5.332263e-10,3.885834e-02
6.760000e-03,1.194729e-06,1.347287e-07,3.347349e-07,5.363895e-10,3.882354e-02
7.019083e-03,1.189034e-06,1.290343e-07,3.403982e-07,5.674596e-10,3.849264e-02
7.190000e-03,1.185424e-06,1.254239e-07,3.439879e-07,5.881559e-10,3.828282e-02
7.190000e-03,1.185424e-06,1.254239e-07,3.439879e-07,5.881559e-10,3.828282e-02
7.326544e-03,1.182620e-06,1.226204e-07,3.467748e-07,6.047996e-10,3.811989e-02
7.420000e-03,1.180741e-06,1.207414e-07,3.486423e-07,6.162453e-10,3.801068e-02
7.635662e-03,1.176524e-06,1.165243e-07,3.528329e-07,6.428180e-10,3.776555e-02
7.650000e-03,1.176250e-06,1.162499e-07,3.531055e-07,6.445927e-10,3.774960e-02
7.827906e-03,1.172902e-06,1.129022e-07,3.564311e-07,6.666900e-10,3.755499e-02
7.900000e-03,1.171576e-06,1.115759e-07,3.577484e-07,6.756853e-10,3.747789e-02
8.078034e-03,1.168373e-06,1.083726e-07,3.609294e-07,6.979952e-10,3.729165e-02
8.410000e-03,1.162663e-06,1.026629e-07,3.665972e-07,7.399459e-10,3.695965e-02
8.410000e-03,1.162663e-06,1.026629e-07,3.665972e-07,7.399459e-10,3.695965e-02
8.554178e-03,1.160287e-06,1.002870e-07,3.689546e-07,7.583040e-10,3.682148e-02
8.788112e-03,1.156557e-06,9.655719e-08,3.726546e-07,7.882558e-10,3.660455e-02
9.253940e-03,1.149567e-06,8.956665e-08,3.795849e-07,8.484732e-10,3.619790e-02
9.520000e-03,1.145822e-06,8.582200e-08,3.832948e-07,8.831915e-10,3.598001e-02
9.520000e-03,1.145822e-06,8.582200e-08,3.832948e-07,8.831915e-10,3.598001e-02
9.667307e-03,1.143822e-06,8.382216e-08,3.852753e-07,9.025093e-10,3.586363e-02
9.820000e-03,1.141802e-06,8.180162e-08,3.872758e-07,9.226015e-10,3.574604e-02
9.820000e-03,1.141802e-06,8.180162e-08,3.872758e-07,9.226015e-10,3.574604e-02
9.967460e-03,1.139900e-06,7.990009e-08,3.891578e-07,9.420695e-10,3.563536e-02
1.021081e-02,1.136864e-06,7.686384e-08,3.921618e-07,9.743281e-10,3.545862e-02
1.070137e-02,1.131108e-06,7.110839e-08,3.978518e-07,1.039829e-09,3.512349e-02
1.080000e-02,1.130008e-06,7.000848e-08,3.989385e-07,1.053071e-09,3.505943e-02
1.103742e-02,1.127433e-06,6.743346e-08,4.014815e-07,1.085040e-09,3.490944e-02
1.110000e-02,1.126772e-06,6.677183e-08,4.021347e-07,1.093488e-09,3.487090e-02
1.126490e-02,1.125061e-06,6.506073e-08,4.038235e-07,1.115792e-09,3.477121e-02
1.150000e-02,1.122701e-06,6.270078e-08,4.061515e-07,1.147689e-09,3.463369e-02
1.150000e-02,1.122701e-06,6.270078e-08,4.061515e-07,1.147689e-09,3.463369e-02
1.164820e-02,1.121260e-06,6.126016e-08,4.075720e-07,1.167855e-09,3.454973e-02
1.180000e-02,1.119820e-06,5.982045e-08,4.089910e-07,1.188557e-09,3.446581e-02
1.180000e-02,1.119820e-06,5.982045e-08,4.089910e-07,1.188557e-09,3.446581e-02
1.194831e-02,1.118448e-06,5.844845e-08,4.103427e-07,1.208827e-09,3.438583e-02
1.219395e-02,1.116248e-06,5.624778e-08,4.125097e-07,1.242488e-09,3.425752e-02
1.260000e-02,1.112798e-06,5.279783e-08,4.159038e-07,1.298365e-09,3.405631e-02
1.260000e-02,1.112798e-06,5.279783e-08,4.159038e-07,1.298365e-09,3.405631e-02
1.274859e-02,1.111592e-06,5.159218e-08,4.170889e-07,1.318883e-09,3.398597e-02
1.299498e-02,1.109655e-06,4.965548e-08,4.189915e-07,1.352984e-09,3.387296e-02
1.340000e-02,1.106634e-06,4.663440e-08,4.219564e-07,1.409240e-09,3.369661e-02
1.340000e-02,1.106634e-06,4.663440e-08,4.219564e-07,1.409240e-09,3.369661e-02
1.354883e-02,1.105574e-06,4.557360e-08,4.229964e-07,1.429973e-09,3.363467e-02
1.379589e-02,1.103867e-06,4.386736e-08,4.246682e-07,1.464456e-09,3.353502e-02
1.429533e-02,1.100616e-06,4.061649e-08,4.278491e-07,1.534407e-09,3.334507e-02
1.430000e-02,1.100587e-06,4.058733e-08,4.278776e-07,1.535063e-09,3.334336e-02
1.456710e-02,1.098955e-06,3.895467e-08,4.294727e-07,1.572600e-09,3.324792e-02
1.470000e-02,1.098168e-06,3.816779e-08,4.302409e-07,1.591309e-09,3.320191e-02
1.470000e-02,1.098168e-06,3.816779e-08,4.302409e-07,1.591309e-09,3.320191e-02
1.484917e-02,1.097304e-06,3.730423e-08,4.310834e-07,1.612333e-09,3.315140e-02
1.509716e-02,1.095913e-06,3.591275e-08,4.324399e-07,1.647334e-09,3.306999e-02
1.559883e-02,1.093258e-06,3.325821e-08,4.350235e-07,1.718333e-09,3.291461e-02
1.570000e-02,1.092748e-06,3.274822e-08,4.355191e-07,1.732682e-09,3.288474e-02
1.570000e-02,1.092748e-06,3.274822e-08,4.355191e-07,1.732682e-09,3.288474e-02
1.584940e-02,1.092010e-06,3.200986e-08,4.362363e-07,1.753888e-09,3.284149e-02
1.609798e-02,1.090819e-06,3.081872e-08,4.373921e-07,1.789217e-09,3.277170e-02
1.620000e-02,1.090343e-06,3.034331e-08,4.378530e-07,1.803731e-09,3.274384e-02
1.620000e-02,1.090343e-06,3.034331e-08,4.378530e-07,1.803731e-09,3.274384e-02
1.634950e-02,1.089660e-06,2.966024e-08,4.385147e-07,1.825017e-09,3.270379e-02
1.659836e-02,1.088558e-06,2.855772e-08,4.395818e-07,1.860491e-09,3.263914e-02
1.710213e-02,1.086452e-06,2.645196e-08,4.416156e-07,1.932448e-09,3.251556e-02
1.720000e-02,1.086062e-06,2.606196e-08,4.419916e-07,1.946451e-09,3.249266e-02
1.743785e-02,1.085138e-06,2.513834e-08,4.428812e-07,1.980508e-09,3.243841e-02
1.792387e-02,1.083353e-06,2.335311e-08,4.445967e-07,2.050216e-09,3.233348e-02
1.830000e-02,1.082061e-06,2.206115e-08,4.458346e-07,2.104265e-09,3.225746e-02
1.830000e-02,1.082061e-06,2.206115e-08,4.458346e-07,2.104265e-09,3.225746e-02
1.844985e-02,1.081567e-06,2.156724e-08,4.463069e-07,2.125822e-09,3.222838e-02
1.869966e-02,1.080769e-06,2.076858e-08,4.470696e-07,2.161788e-09,3.218134e-02
1.890000e-02,1.080150e-06,2.014999e-08,4.476594e-07,2.190655e-09,3.214489e-02
1.890000e-02,1.080150e-06,2.014999e-08,4.476594e-07,2.190655e-09,3.214489e-02
1.904993e-02,1.079699e-06,1.969946e-08,4.480883e-07,2.212273e-09,3.211832e-02
1.929997e-02,1.078971e-06,1.897062e-08,4.487810e-07,2.248351e-09,3.207533e-02
1.980658e-02,1.077576e-06,1.757640e-08,4.501021e-07,2.321542e-09,3.199300e-02
2.010000e-02,1.076817e-06,1.681733e-08,4.508187e-07,2.363986e-09,3.194813e-02
2.010000e-02,1.076817e-06,1.681733e-08,4.508187e-07,2.363986e-09,3.194813e-02
2.025008e-02,1.076442e-06,1.644218e-08,4.511721e-07,2.385710e-09,3.192593e-02
2.050053e-02,1.075835e-06,1.583483e-08,4.517432e-07,2.421982e-09,3.188998e-02
2.100811e-02,1.074672e-06,1.467240e-08,4.528320e-07,2.495572e-09,3.182109e-02
2.190795e-02,1.072819e-06,1.281909e-08,4.545547e-07,2.626253e-09,3.171098e-02
2.210000e-02,1.072456e-06,1.245578e-08,4.548900e-07,2.654178e-09,3.168935e-02
2.210000e-02,1.072456e-06,1.245578e-08,4.548900e-07,2.654178e-09,3.168935e-02
2.225029e-02,1.072179e-06,1.217881e-08,4.551451e-07,2.676038e-09,3.167285e-02
2.250129e-02,1.071730e-06,1.172995e-08,4.555575e-07,2.712562e-09,3.164609e-02
2.301023e-02,1.070870e-06,1.087025e-08,4.563431e-07,2.786673e-09,3.159474e-02
2.350000e-02,1.070103e-06,1.010321e-08,4.570387e-07,2.858052e-09,3.154883e-02
2.350000e-02,1.070103e-06,1.010321e-08,4.570387e-07,2.858052e-09,3.154883e-02
2.365041e-02,1.069879e-06,9.878978e-09,4.572410e-07,2.879984e-09,3.153538e-02
2.390174e-02,1.069515e-06,9.515362e-09,4.575680e-07,2.916645e-09,3.151356e-02
2.441148e-02,1.068819e-06,8.818646e-09,4.581903e-07,2.991037e-09,3.147166e-02
2.500000e-02,1.068078e-06,8.078036e-09,4.588450e-07,3.076988e-09,3.142699e-02
2.500000e-02,1.068078e-06,8.078036e-09,4.588450e-07,3.076988e-09,3.142699e-02
2.515052e-02,1.067899e-06,7.899074e-09,4.590019e-07,3.098982e-09,3.141617e-02
2.540217e-02,1.067609e-06,7.608702e-09,4.592555e-07,3.135760e-09,3.139859e-02
2.591268e-02,1.067052e-06,7.052127e-09,4.597375e-07,3.210399e-09,3.136482e-02
2.660000e-02,1.066367e-06,6.366965e-09,4.603221e-07,3.310947e-09,3.132307e-02
2.660000e-02,1.066367e-06,6.366965e-09,4.603221e-07,3.310947e-09,3.132307e-02
2.675064e-02,1.066226e-06,6.226160e-09,4.604408e-07,3.332992e-09,3.131446e-02
2.700260e-02,1.065998e-06,5.997575e-09,4.606326e-07,3.369872e-09,3.130046e-02
2.751386e-02,1.065559e-06,5.559284e-09,4.609960e-07,3.444727e-09,3.127354e-02
2.830000e-02,1.064947e-06,4.947324e-09,4.614928e-07,3.559878e-09,3.123575e-02
2.830000e-02,1.064947e-06,4.947324e-09,4.614928e-07,3.559878e-09,3.123575e-02
2.845075e-02,1.064838e-06,4.838114e-09,4.615799e-07,3.581966e-09,3.122897e-02
2.870303e-02,1.064661e-06,4.660724e-09,4.617203e-07,3.618935e-09,3.121794e-02
2.921508e-02,1.064320e-06,4.320486e-09,4.619855e-07,3.693982e-09,3.119671e-02
3.012375e-02,1.063777e-06,3.776935e-09,4.623959e-07,3.827204e-09,3.116252e-02
3.020000e-02,1.063735e-06,3.734650e-09,4.624270e-07,3.838386e-09,3.115984e-02
3.039573e-02,1.063628e-06,3.628270e-09,4.625046e-07,3.867088e-09,3.115310e-02
3.081323e-02,1.063411e-06,3.411402e-09,4.626603e-07,3.928320e-09,3.113929e-02
3.158339e-02,1.063045e-06,3.044934e-09,4.629138e-07,4.041294e-09,3.111578e-02
3.210000e-02,1.062822e-06,2.821786e-09,4.630611e-07,4.117085e-09,3.110132e-02
3.210000e-02,1.062822e-06,2.821786e-09,4.630611e-07,4.117085e-09,3.110132e-02
3.225104e-02,1.062760e-06,2.759772e-09,4.631010e-07,4.139245e-09,3.109728e-02
3.250410e-02,1.062659e-06,2.658917e-09,4.631647e-07,4.176376e-09,3.109069e-02
3.301806e-02,1.062465e-06,2.465346e-09,4.632829e-07,4.251792e-09,3.107795e-02
3.393064e-02,1.062156e-06,2.155957e-09,4.634583e-07,4.385708e-09,3.105733e-02
3.420000e-02,1.062072e-06,2.072482e-09,4.635023e-07,4.425238e-09,3.105170e-02
3.420000e-02,1.062072e-06,2.072482e-09,4.635023e-07,4.425238e-09,3.105170e-02
3.435123e-02,1.062027e-06,2.027076e-09,4.635255e-07,4.447432e-09,3.104862e-02
3.460484e-02,1.061953e-06,1.953168e-09,4.635622e-07,4.484650e-09,3.104359e-02
3.512014e-02,1.061811e-06,1.811261e-09,4.636285e-07,4.560274e-09,3.103385e-02
3.603547e-02,1.061584e-06,1.584393e-09,4.637210e-07,4.694605e-09,3.101800e-02
3.630000e-02,1.061524e-06,1.524447e-09,4.637421e-07,4.733426e-09,3.101375e-02
3.630000e-02,1.061524e-06,1.524447e-09,4.637421e-07,4.733426e-09,3.101375e-02
3.645148e-02,1.061491e-06,1.491176e-09,4.637532e-07,4.755656e-09,3.101138e-02
3.670577e-02,1.061437e-06,1.436967e-09,4.637701e-07,4.792974e-09,3.100748e-02
3.722277e-02,1.061333e-06,1.332832e-09,4.637983e-07,4.868843e-09,3.099993e-02
3.814160e-02,1.061166e-06,1.166312e-09,4.638300e-07,5.003671e-09,3.098757e-02
3.961272e-02,1.060943e-06,9.426673e-10,4.638378e-07,5.219512e-09,3.097028e-02
3.990000e-02,1.060904e-06,9.044967e-10,4.638338e-07,5.261656e-09,3.096723e-02
3.990000e-02,1.060904e-06,9.044967e-10,4.638338e-07,5.261656e-09,3.096723e-02
4.005209e-02,1.060885e-06,8.849449e-10,4.638311e-07,5.283967e-09,3.096565e-02
4.030808e-02,1.060853e-06,8.530087e-10,4.638255e-07,5.321519e-09,3.096304e-02
4.082932e-02,1.060792e-06,7.915916e-10,4.638104e-07,5.397974e-09,3.095795e-02
4.175691e-02,1.060693e-06,6.933311e-10,4.637727e-07,5.534016e-09,3.094953e-02
4.324409e-02,1.060561e-06,5.613999e-10,4.636865e-07,5.752076e-09,3.093752e-02
4.380000e-02,1.060519e-06,5.191716e-10,4.636473e-07,5.833568e-09,3.093344e-02
4.380000e-02,1.060519e-06,5.191716e-10,4.636473e-07,5.833568e-09,3.093344e-02
4.395321e-02,1.060508e-06,5.081418e-10,4.636358e-07,5.856025e-09,3.093235e-02
4.421230e-02,1.060490e-06,4.900449e-10,4.636160e-07,5.894002e-09,3.093054e-02
4.474127e-02,1.060455e-06,4.551750e-10,4.635733e-07,5.971528e-09,3.092697e-02
4.520000e-02,1.060427e-06,4.270776e-10,4.635342e-07,6.038753e-09,3.092400e-02
4.520000e-02,1.060427e-06,4.270776e-10,4.635342e-07,6.038753e-09,3.092400e-02
4.535378e-02,1.060418e-06,4.180843e-10,4.635206e-07,6.061286e-09,3.092302e-02
4.561447e-02,1.060403e-06,4.032951e-10,4.634972e-07,6.099484e-09,3.092140e-02
4.614744e-02,1.060375e-06,3.747709e-10,4.634477e-07,6.177570e-09,3.091819e-02
4.709943e-02,1.060329e-06,3.290821e-10,4.633539e-07,6.317021e-09,3.091275e-02
4.810000e-02,1.060288e-06,2.875367e-10,4.632489e-07,6.463550e-09,3.090741e-02
4.810000e-02,1.060288e-06,2.875367e-10,4.632489e-07,6.463550e-09,3.090741e-02
4.825539e-02,1.060282e-06,2.816294e-10,4.632321e-07,6.486303e-09,3.090661e-02
4.852060e-02,1.060272e-06,2.718536e-10,4.632030e-07,6.525133e-09,3.090526e-02
4.906488e-02,1.060253e-06,2.529478e-10,4.631422e-07,6.604815e-09,3.090257e-02
4.960000e-02,1.060236e-06,2.357912e-10,4.630811e-07,6.683144e-09,3.090001e-02
4.960000e-02,1.060236e-06,2.357912e-10,4.630811e-07,6.683144e-09,3.090001e-02
4.975651e-02,1.060231e-06,2.310288e-10,4.630629e-07,6.706051e-09,3.089928e-02
5.002488e-02,1.060223e-06,2.231133e-10,4.630316e-07,6.745328e-09,3.089803e-02
5.057711e-02,1.060208e-06,2.077768e-10,4.629661e-07,6.826140e-09,3.089553e-02
5.120000e-02,1.060192e-06,1.919194e-10,4.628908e-07,6.917276e-09,3.089279e-02
5.120000e-02,1.060192e-06,1.919194e-10,4.628908e-07,6.917276e-09,3.089279e-02
5.135799e-02,1.060188e-06,1.881283e-10,4.628715e-07,6.940389e-09,3.089210e-02
5.163054e-02,1.060182e-06,1.817913e-10,4.628379e-07,6.980260e-09,3.089094e-02
5.219332e-02,1.060169e-06,1.694839e-10,4.627679e-07,7.062577e-09,3.088858e-02
5.320776e-02,1.060150e-06,1.497219e-10,4.626394e-07,7.210925e-09,3.088447e-02
5.485600e-02,1.060123e-06,1.233060e-10,4.624248e-07,7.451862e-09,3.087811e-02
5.620000e-02,1.060106e-06,1.060811e-10,4.622457e-07,7.648237e-09,3.087319e-02
5.620000e-02,1.060106e-06,1.060811e-10,4.622457e-07,7.648237e-09,3.087319e-02
5.636522e-02,1.060104e-06,1.041949e-10,4.622234e-07,7.672372e-09,3.087260e-02
5.665852e-02,1.060101e-06,1.009573e-10,4.621838e-07,7.715214e-09,3.087155e-02
5.727415e-02,1.060095e-06,9.459908e-11,4.621003e-07,7.805127e-09,3.086938e-02
5.800000e-02,1.060088e-06,8.781024e-11,4.620011e-07,7.911115e-09,3.086687e-02
5.800000e-02,1.060088e-06,8.781024e-11,4.620011e-07,7.911115e-09,3.086687e-02
5.816913e-02,1.060086e-06,8.633208e-11,4.619779e-07,7.935807e-09,3.086629e-02
5.847384e-02,1.060084e-06,8.375980e-11,4.619359e-07,7.980292e-09,3.086525e-02
5.911894e-02,1.060079e-06,7.867995e-11,4.618469e-07,8.074455e-09,3.086307e-02
5.980000e-02,1.060074e-06,7.381850e-11,4.617523e-07,8.173847e-09,3.086080e-02
5.980000e-02,1.060074e-06,7.381850e-11,4.617523e-07,8.173847e-09,3.086080e-02
5.997395e-02,1.060073e-06,7.265460e-11,4.617281e-07,8.199230e-09,3.086023e-02
6.029292e-02,1.060071e-06,7.059600e-11,4.616836e-07,8.245770e-09,3.085918e-02
6.097516e-02,1.060067e-06,6.650395e-11,4.615882e-07,8.345298e-09,3.085695e-02
6.224553e-02,1.060060e-06,5.989788e-11,4.614095e-07,8.530569e-09,3.085286e-02
6.370000e-02,1.060054e-06,5.371338e-11,4.612037e-07,8.742600e-09,3.084826e-02
6.370000e-02,1.060054e-06,5.371338e-11,4.612037e-07,8.742600e-09,3.084826e-02
6.388824e-02,1.060053e-06,5.300763e-11,4.611770e-07,8.770034e-09,3.084767e-02
6.425064e-02,1.060052e-06,5.170245e-11,4.611255e-07,8.822846e-09,3.084654e-02
6.504831e-02,1.060049e-06,4.906298e-11,4.610119e-07,8.939068e-09,3.084406e-02
6.570000e-02,1.060047e-06,4.712667e-11,4.609189e-07,9.034000e-09,3.084205e-02
6.570000e-02,1.060047e-06,4.712667e-11,4.609189e-07,9.034000e-09,3.084205e-02
6.589798e-02,1.060047e-06,4.657495e-11,4.608906e-07,9.062835e-09,3.084144e-02
6.629096e-02,1.060046e-06,4.552599e-11,4.608344e-07,9.120067e-09,3.084024e-02
6.717185e-02,1.060043e-06,4.338319e-11,4.607083e-07,9.248331e-09,3.083755e-02
6.888553e-02,1.060040e-06,3.993126e-11,4.604623e-07,9.497755e-09,3.083236e-02
6.990000e-02,1.060038e-06,3.826585e-11,4.603164e-07,9.645345e-09,3.082931e-02
6.990000e-02,1.060038e-06,3.826585e-11,4.603164e-07,9.645345e-09,3.082931e-02
7.012055e-02,1.060038e-06,3.793608e-11,4.602846e-07,9.677426e-09,3.082865e-02
7.059435e-02,1.060037e-06,3.726255e-11,4.602164e-07,9.746335e-09,3.082723e-02
7.170925e-02,1.060036e-06,3.585006e-11,4.600557e-07,9.908447e-09,3.082391e-02
7.210000e-02,1.060035e-06,3.540795e-11,4.599993e-07,9.965251e-09,3.082275e-02
7.210000e-02,1.060035e-06,3.540795e-11,4.599993e-07,9.965251e-09,3.082275e-02
7.232890e-02,1.060035e-06,3.516062e-11,4.599663e-07,9.998523e-09,3.082207e-02
7.284686e-02,1.060035e-06,3.463046e-11,4.598916e-07,1.007380e-08,3.082053e-02
7.410684e-02,1.060033e-06,3.349617e-11,4.597096e-07,1.025688e-08,3.081681e-02
7.440000e-02,1.060033e-06,3.326141e-11,4.596673e-07,1.029946e-08,3.081594e-02
7.440000e-02,1.060033e-06,3.326141e-11,4.596673e-07,1.029946e-08,3.081594e-02
7.463873e-02,1.060033e-06,3.307759e-11,4.596328e-07,1.033414e-08,3.081524e-02
7.521091e-02,1.060033e-06,3.266206e-11,4.595501e-07,1.041723e-08,3.081355e-02
7.665548e-02,1.060032e-06,3.175441e-11,4.593413e-07,1.062697e-08,3.080930e-02
7.670000e-02,1.060032e-06,3.172943e-11,4.593348e-07,1.063343e-08,3.080917e-02
7.689426e-02,1.060032e-06,3.162228e-11,4.593068e-07,1.066162e-08,3.080860e-02
7.752895e-02,1.060031e-06,3.129240e-11,4.592150e-07,1.075373e-08,3.080674e-02
7.919317e-02,1.060031e-06,3.055813e-11,4.589743e-07,1.099517e-08,3.080187e-02
8.170000e-02,1.060030e-06,2.973755e-11,4.586117e-07,1.135861e-08,3.079455e-02
8.170000e-02,1.060030e-06,2.973755e-11,4.586117e-07,1.135861e-08,3.079455e-02
8.196231e-02,1.060030e-06,2.966788e-11,4.585737e-07,1.139662e-08,3.079379e-02
8.267039e-02,1.060029e-06,2.949224e-11,4.584713e-07,1.149922e-08,3.079173e-02
8.456686e-02,1.060029e-06,2.909985e-11,4.581970e-07,1.177389e-08,3.078621e-02
8.690000e-02,1.060029e-06,2.874104e-11,4.578597e-07,1.211158e-08,3.077944e-02
